freq,unit,age,isced11,geo\TIME_PERIOD	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,NR,Y46,TOTAL,ME	1 	5 	5 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	8 	7 
A,NR,Y46,TOTAL,MK	1 	1 	6 	2 	5 	5 	4 	9 	2 	3 	4 	2 	5 	2 	3 	7 	11 
A,NR,Y46,TOTAL,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	3 	4 	3 
A,NR,Y46,TOTAL,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	68 	85 	69 	70 
A,NR,Y46,TOTAL,NO	15 	21 	23 	24 	31 	25 	18 	33 	41 	26 	37 	40 	42 	32 	36 	46 	58 
A,NR,Y46,TOTAL,PL	: 	82 	77 	81 	101 	84 	80 	90 	81 	77 	100 	127 	123 	139 	150 	134 	157 
A,NR,Y46,TOTAL,PT	31 	45 	48 	50 	45 	59 	46 	61 	35 	69 	68 	117 	98 	112 	125 	136 	179 
A,NR,Y46,TOTAL,RO	32 	35 	35 	21 	39 	20 	44 	70 	67 	73 	76 	77 	63 	96 	85 	99 	106 
A,NR,Y46,TOTAL,RS	: 	18 	13 	21 	19 	31 	36 	40 	30 	23 	41 	33 	23 	47 	34 	59 	65 
A,NR,Y46,TOTAL,SE	42 	53 	50 	60 	61 	70 	63 	64 	75 	68 	90 	85 	113 	85 	85 	104 	98 
A,NR,Y46,TOTAL,SI	3 	6 	5 	7 	6 	: 	8 	: 	: 	9 	9 	20 	13 	8 	9 	8 	10 
A,NR,Y46,TOTAL,SK	12 	10 	9 	9 	18 	19 	5 	12 	6 	15 	9 	14 	15 	16 	22 	16 	23 
A,NR,Y46,TOTAL,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y46,TOTAL,TR	: 	: 	: 	: 	1135 	1218 	476 	517 	543 	651 	577 	602 	609 	731 	: 	450 	: 
A,NR,Y46,TOTAL,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	186 	: 	: 
A,NR,Y46,TOTAL,XK	: 	20 	: 	: 	7 	: 	: 	: 	8 	12 	14 	14 	17 	: 	: 	: 	: 
A,NR,Y46,UNK,AT	5 	7 	2 	2 	1 	5 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y46,UNK,AZ	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
A,NR,Y46,UNK,BA	: 	: 	: 	1 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y46,UNK,BE	4 	9 	9 	6 	10 	13 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y46,UNK,CZ	0 	0 	2 	0 	0 	2 	2 	2 	10 	9 	3 	16 	15 	12 	19 	20 	21 
A,NR,Y46,UNK,DK	1 	0 	1 	2 	2 	3 	6 	3 	1 	2 	5 	4 	7 	7 	9 	: 	: 
A,NR,Y46,UNK,EE	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	0 	2 	0 	: 	: 	0 	0 
A,NR,Y46,UNK,EL	0 	0 	0 	0 	0 	0 	13 	11 	24 	8 	9 	19 	23 	10 	10 	10 	15 
A,NR,Y46,UNK,ES	28 	18 	13 	16 	20 	76 	60 	70 	85 	213 	272 	322 	: 	: 	: 	: 	: 
A,NR,Y46,UNK,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	5 
A,NR,Y46,UNK,HR	0 	2 	2 	1 	0 	1 	0 	0 	0 	1 	0 	1 	2 	1 	1 	3 	1 
A,NR,Y46,UNK,HU	0 	1 	1 	0 	1 	2 	1 	3 	0 	7 	4 	7 	3 	8 	7 	10 	27 
A,NR,Y46,UNK,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	1 	1 	0 	0 	0 	0 
A,NR,Y46,UNK,ME	0 	0 	0 	4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y46,UNK,MK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	0 	0 	1 	: 	: 
A,NR,Y46,UNK,NO	4 	0 	3 	4 	1 	2 	0 	4 	1 	2 	3 	2 	4 	2 	: 	3 	: 
A,NR,Y46,UNK,PL	: 	1 	0 	1 	0 	0 	0 	0 	0 	0 	0 	1 	4 	12 	13 	9 	15 
A,NR,Y46,UNK,PT	0 	0 	0 	1 	0 	1 	1 	4 	1 	4 	9 	7 	9 	11 	4 	11 	11 
A,NR,Y46,UNK,RO	1 	1 	6 	0 	0 	0 	4 	5 	4 	2 	5 	6 	8 	11 	11 	7 	1 
A,NR,Y46,UNK,RS	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	2 	1 
A,NR,Y46,UNK,SE	2 	0 	2 	4 	1 	1 	1 	0 	3 	2 	1 	4 	4 	1 	: 	3 	0 
A,NR,Y46,UNK,SI	1 	0 	1 	0 	0 	: 	0 	: 	: 	0 	0 	0 	0 	0 	: 	0 	0 
A,NR,Y46,UNK,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NR,Y46,UNK,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y46,UNK,TR	: 	: 	: 	: 	61 	61 	31 	31 	8 	16 	12 	14 	9 	14 	: 	19 	: 
A,NR,Y46,UNK,XK	: 	4 	: 	: 	1 	: 	: 	: 	0 	0 	0 	0 	1 	: 	: 	: 	: 
A,NR,Y47,ED0-2,AT	4 	1 	5 	3 	3 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED0-2,AZ	: 	: 	: 	: 	: 	: 	1 	1 	0 	0 	0 	0 	0 	: 	: 	: 	: 
A,NR,Y47,ED0-2,BA	: 	: 	: 	1 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED0-2,BE	7 	8 	7 	3 	5 	9 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED0-2,CZ	1 	0 	1 	1 	0 	0 	0 	0 	0 	0 	3 	0 	1 	2 	3 	1 	2 
A,NR,Y47,ED0-2,DK	1 	1 	1 	1 	1 	1 	2 	0 	3 	3 	1 	3 	2 	2 	2 	: 	: 
A,NR,Y47,ED0-2,EE	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	0 	0 	0 	: 	: 	0 	0 
A,NR,Y47,ED0-2,EL	16 	19 	19 	18 	6 	8 	9 	9 	7 	10 	9 	10 	7 	5 	1 	10 	11 
A,NR,Y47,ED0-2,ES	70 	53 	77 	52 	60 	48 	55 	50 	54 	59 	70 	84 	: 	: 	: 	: 	: 
A,NR,Y47,ED0-2,FI	2 	1 	2 	3 	2 	1 	3 	1 	5 	2 	3 	5 	4 	3 	2 	1 	0 
A,NR,Y47,ED0-2,HR	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	1 	1 
A,NR,Y47,ED0-2,HU	3 	0 	1 	1 	1 	5 	0 	0 	2 	3 	0 	3 	0 	3 	0 	3 	0 
A,NR,Y47,ED0-2,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	1 
A,NR,Y47,ED0-2,ME	0 	1 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED0-2,MK	2 	1 	4 	0 	0 	2 	0 	3 	0 	0 	1 	0 	0 	0 	0 	: 	: 
A,NR,Y47,ED0-2,NO	0 	0 	1 	1 	0 	5 	1 	0 	5 	1 	2 	4 	4 	3 	: 	4 	: 
A,NR,Y47,ED0-2,PL	: 	6 	2 	1 	3 	4 	1 	3 	3 	6 	1 	2 	5 	0 	1 	1 	2 
A,NR,Y47,ED0-2,PT	5 	9 	10 	8 	8 	8 	10 	8 	2 	14 	8 	3 	15 	8 	11 	11 	11 
A,NR,Y47,ED0-2,RO	4 	9 	13 	6 	9 	1 	8 	6 	9 	9 	6 	8 	1 	8 	5 	10 	4 
A,NR,Y47,ED0-2,RS	: 	2 	4 	1 	2 	3 	4 	4 	2 	0 	1 	3 	2 	1 	1 	0 	4 
A,NR,Y47,ED0-2,SE	5 	1 	4 	1 	2 	7 	10 	7 	4 	9 	11 	7 	7 	6 	: 	8 	10 
A,NR,Y47,ED0-2,SI	0 	0 	0 	0 	0 	: 	0 	: 	: 	0 	1 	0 	0 	0 	: 	0 	0 
A,NR,Y47,ED0-2,SK	1 	1 	0 	1 	1 	0 	2 	0 	0 	1 	0 	1 	0 	0 	1 	0 	0 
A,NR,Y47,ED0-2,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED0-2,TR	: 	: 	: 	: 	477 	592 	652 	208 	217 	222 	253 	218 	203 	218 	: 	218 	: 
A,NR,Y47,ED0-2,XK	: 	4 	: 	: 	2 	: 	: 	: 	12 	3 	12 	7 	1 	: 	: 	: 	: 
A,NR,Y47,ED3_4,AT	3 	6 	3 	12 	9 	7 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED3_4,AZ	: 	: 	: 	: 	: 	: 	32 	18 	9 	20 	14 	17 	21 	: 	: 	: 	: 
A,NR,Y47,ED3_4,BA	: 	: 	: 	2 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED3_4,BE	7 	6 	7 	3 	3 	4 	: 	8 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED3_4,CZ	2 	2 	3 	3 	15 	7 	11 	8 	5 	8 	7 	8 	12 	20 	22 	13 	23 
A,NR,Y47,ED3_4,DK	2 	2 	0 	1 	3 	4 	2 	6 	1 	3 	6 	5 	5 	2 	1 	: 	: 
A,NR,Y47,ED3_4,EE	1 	0 	0 	1 	0 	1 	: 	: 	0 	: 	1 	1 	4 	: 	: 	2 	1 
A,NR,Y47,ED3_4,EL	29 	51 	38 	53 	41 	46 	32 	36 	25 	47 	62 	59 	51 	65 	66 	78 	93 
A,NR,Y47,ED3_4,ES	35 	51 	57 	50 	47 	37 	39 	66 	58 	40 	66 	54 	: 	: 	: 	: 	: 
A,NR,Y47,ED3_4,FI	5 	7 	4 	4 	5 	6 	7 	5 	5 	8 	7 	3 	4 	3 	2 	6 	7 
A,NR,Y47,ED3_4,HR	2 	3 	3 	0 	1 	1 	6 	1 	7 	5 	3 	6 	5 	4 	4 	3 	2 
A,NR,Y47,ED3_4,HU	2 	2 	9 	5 	2 	2 	6 	5 	4 	6 	4 	10 	5 	8 	18 	16 	11 
A,NR,Y47,ED3_4,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	2 	1 	3 	1 	1 
A,NR,Y47,ED3_4,ME	2 	3 	2 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED3_4,MK	1 	0 	1 	1 	1 	2 	0 	2 	1 	1 	3 	1 	2 	0 	2 	: 	: 
A,NR,Y47,ED3_4,NO	3 	2 	1 	0 	2 	4 	2 	3 	7 	3 	0 	3 	3 	2 	: 	4 	: 
A,NR,Y47,ED3_4,PL	: 	21 	22 	15 	14 	20 	17 	20 	14 	18 	27 	21 	21 	22 	16 	28 	22 
A,NR,Y47,ED3_4,PT	2 	3 	4 	2 	2 	3 	3 	4 	9 	4 	1 	2 	12 	16 	12 	15 	18 
A,NR,Y47,ED3_4,RO	5 	5 	5 	5 	5 	4 	5 	11 	13 	14 	14 	13 	19 	11 	13 	13 	22 
A,NR,Y47,ED3_4,RS	: 	6 	3 	8 	10 	6 	5 	10 	5 	5 	3 	5 	14 	8 	12 	18 	19 
A,NR,Y47,ED3_4,SE	12 	3 	5 	10 	10 	11 	12 	27 	7 	15 	11 	8 	10 	16 	: 	13 	12 
A,NR,Y47,ED3_4,SI	0 	0 	0 	0 	0 	: 	1 	: 	: 	0 	2 	1 	0 	0 	: 	1 	2 
A,NR,Y47,ED3_4,SK	2 	6 	3 	4 	2 	2 	2 	0 	2 	7 	1 	2 	2 	11 	4 	11 	1 
A,NR,Y47,ED3_4,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED3_4,TR	: 	: 	: 	: 	18 	30 	35 	19 	14 	31 	42 	57 	39 	44 	: 	53 	: 
A,NR,Y47,ED3_4,XK	: 	5 	: 	: 	4 	: 	: 	: 	4 	2 	6 	2 	3 	: 	: 	: 	: 
A,NR,Y47,ED5-8,AT	2 	7 	3 	8 	8 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED5-8,AZ	: 	: 	: 	: 	: 	: 	1 	2 	7 	3 	4 	9 	7 	: 	: 	: 	: 
A,NR,Y47,ED5-8,BA	: 	: 	: 	1 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED5-8,BE	4 	15 	6 	6 	9 	6 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED5-8,CZ	0 	2 	1 	5 	1 	6 	3 	6 	6 	3 	5 	15 	4 	9 	11 	18 	13 
A,NR,Y47,ED5-8,DK	3 	4 	5 	6 	9 	3 	18 	3 	10 	8 	7 	12 	8 	10 	11 	: 	: 
A,NR,Y47,ED5-8,EE	0 	2 	1 	0 	0 	1 	: 	: 	1 	: 	6 	1 	4 	: 	: 	8 	9 
A,NR,Y47,ED5-8,EL	26 	31 	37 	51 	51 	58 	49 	61 	64 	75 	88 	85 	98 	70 	114 	98 	141 
A,NR,Y47,ED5-8,ES	51 	66 	63 	78 	92 	91 	88 	91 	111 	79 	129 	114 	: 	: 	: 	: 	: 
A,NR,Y47,ED5-8,FI	5 	4 	5 	9 	5 	6 	9 	8 	4 	7 	13 	8 	10 	8 	21 	22 	18 
A,NR,Y47,ED5-8,HR	0 	2 	0 	0 	3 	2 	4 	0 	4 	2 	5 	1 	7 	2 	2 	11 	2 
A,NR,Y47,ED5-8,HU	3 	3 	3 	6 	5 	5 	2 	7 	4 	12 	8 	11 	16 	21 	24 	31 	30 
A,NR,Y47,ED5-8,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	1 	3 	2 	3 	7 	6 
A,NR,Y47,ED5-8,ME	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED5-8,MK	1 	0 	1 	1 	1 	4 	0 	0 	0 	2 	5 	2 	1 	4 	0 	: 	: 
A,NR,Y47,ED5-8,NO	1 	2 	4 	8 	4 	6 	1 	9 	10 	10 	14 	10 	11 	8 	: 	8 	: 
A,NR,Y47,ED5-8,PL	: 	12 	13 	11 	8 	10 	10 	19 	21 	21 	19 	24 	29 	17 	35 	42 	35 
A,NR,Y47,ED5-8,PT	1 	3 	6 	3 	8 	2 	7 	7 	19 	13 	20 	23 	25 	38 	27 	32 	55 
A,NR,Y47,ED5-8,RO	0 	4 	2 	2 	2 	5 	3 	6 	16 	19 	16 	13 	17 	22 	19 	26 	21 
A,NR,Y47,ED5-8,RS	: 	4 	3 	9 	7 	7 	5 	7 	6 	3 	8 	13 	14 	22 	5 	32 	33 
A,NR,Y47,ED5-8,SE	9 	12 	8 	16 	9 	15 	11 	14 	24 	17 	12 	16 	37 	25 	: 	28 	24 
A,NR,Y47,ED5-8,SI	3 	3 	3 	0 	1 	: 	2 	: 	: 	2 	3 	1 	3 	1 	: 	4 	2 
A,NR,Y47,ED5-8,SK	1 	0 	1 	0 	3 	1 	0 	1 	6 	3 	2 	4 	4 	7 	6 	4 	6 
A,NR,Y47,ED5-8,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,ED5-8,TR	: 	: 	: 	: 	13 	15 	27 	28 	40 	53 	45 	61 	61 	47 	: 	91 	: 
A,NR,Y47,ED5-8,XK	: 	0 	: 	: 	2 	: 	: 	: 	2 	1 	1 	2 	2 	: 	: 	: 	: 
A,NR,Y47,NAP,AT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,NAP,BA	: 	: 	: 	0 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,NAP,BE	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,NAP,CZ	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,Y47,NAP,DK	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,NAP,EE	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y47,NAP,EL	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y47,NAP,ES	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,NAP,FI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y47,NAP,HR	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y47,NAP,HU	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,Y47,NAP,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 
A,NR,Y47,NAP,ME	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,NAP,MK	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,NAP,NO	0 	0 	0 	0 	0 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 
A,NR,Y47,NAP,PL	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y47,NAP,PT	1 	0 	1 	1 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y47,NAP,RO	0 	0 	0 	0 	1 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y47,NAP,RS	: 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,NAP,SE	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y47,NAP,SI	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 
A,NR,Y47,NAP,SK	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y47,NAP,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,NAP,TR	: 	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,NAP,XK	: 	0 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,TOTAL,AL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	9 	9 	8 
A,NR,Y47,TOTAL,AM	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 
A,NR,Y47,TOTAL,AT	10 	17 	15 	25 	22 	18 	: 	: 	: 	: 	: 	: 	: 	31 	20 	39 	34 
A,NR,Y47,TOTAL,AZ	: 	: 	: 	: 	: 	: 	34 	21 	16 	23 	18 	26 	28 	: 	: 	: 	: 
A,NR,Y47,TOTAL,BA	: 	: 	: 	6 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,TOTAL,BE	20 	32 	25 	16 	20 	24 	: 	35 	: 	: 	: 	: 	: 	34 	53 	55 	50 
A,NR,Y47,TOTAL,BG	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47 	39 	60 	79 
A,NR,Y47,TOTAL,BY	: 	: 	: 	: 	: 	: 	: 	: 	5 	11 	6 	: 	: 	: 	: 	: 	: 
A,NR,Y47,TOTAL,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	50 	43 	57 	53 
A,NR,Y47,TOTAL,CY	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	9 	8 	5 	11 
A,NR,Y47,TOTAL,CZ	3 	5 	5 	9 	16 	13 	15 	14 	14 	16 	20 	25 	27 	41 	47 	40 	47 
A,NR,Y47,TOTAL,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	236 	222 	: 	320 
A,NR,Y47,TOTAL,DK	6 	9 	6 	8 	13 	11 	25 	12 	15 	16 	18 	21 	16 	16 	15 	12 	22 
A,NR,Y47,TOTAL,EA19	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1900 	1859 	2374 	2359 
A,NR,Y47,TOTAL,EA20	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1906 	1867 	2390 	2366 
A,NR,Y47,TOTAL,EE	1 	2 	1 	1 	0 	2 	: 	: 	1 	: 	7 	2 	8 	3 	5 	10 	10 
A,NR,Y47,TOTAL,EFTA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	64 	71 	79 	81 
A,NR,Y47,TOTAL,EL	71 	101 	94 	122 	98 	112 	103 	109 	113 	141 	167 	170 	172 	152 	184 	192 	260 
A,NR,Y47,TOTAL,ES	165 	181 	208 	187 	214 	205 	209 	249 	274 	275 	427 	431 	: 	403 	413 	541 	487 
A,NR,Y47,TOTAL,EU27_2020	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2183 	2161 	2738 	2735 
A,NR,Y47,TOTAL,FI	12 	12 	11 	16 	12 	13 	19 	14 	14 	17 	23 	16 	18 	14 	25 	32 	26 
A,NR,Y47,TOTAL,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	306 	256 	348 	312 
A,NR,Y47,TOTAL,GE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	47 	23 	35 	78 
A,NR,Y47,TOTAL,HR	2 	8 	4 	0 	4 	5 	10 	1 	12 	7 	8 	7 	14 	6 	8 	16 	7 
A,NR,Y47,TOTAL,HU	8 	5 	13 	12 	8 	12 	9 	12 	10 	22 	12 	27 	27 	37 	47 	57 	57 
A,NR,Y47,TOTAL,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	57 	45 	64 	62 
A,NR,Y47,TOTAL,IS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	2 	0 	0 
A,NR,Y47,TOTAL,IT	159 	167 	231 	259 	327 	375 	417 	448 	471 	459 	533 	564 	: 	525 	501 	657 	621 
A,NR,Y47,TOTAL,LI	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 
A,NR,Y47,TOTAL,LT	: 	: 	: 	: 	: 	2 	0 	4 	3 	5 	1 	3 	6 	3 	2 	: 	: 
A,NR,Y47,TOTAL,LU	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6 	3 	4 	6 
A,NR,Y47,TOTAL,LV	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	3 	5 	4 	6 	10 	8 
A,NR,Y47,TOTAL,MD	: 	: 	: 	: 	: 	: 	: 	4 	4 	1 	4 	10 	4 	4 	2 	1 p	5 
A,NR,Y47,TOTAL,ME	2 	4 	3 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2 	2 	8 	5 
A,NR,Y47,TOTAL,MK	4 	1 	7 	2 	2 	8 	0 	5 	1 	3 	9 	3 	3 	4 	2 	5 	10 
A,NR,Y47,TOTAL,MT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	2 	1 	3 
A,NR,Y47,TOTAL,NL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	33 	46 	42 	48 
A,NR,Y47,TOTAL,NO	6 	6 	6 	10 	11 	18 	4 	13 	23 	15 	19 	18 	19 	13 	26 	22 	28 
A,NR,Y47,TOTAL,PL	: 	39 	37 	27 	25 	34 	28 	42 	38 	45 	47 	47 	56 	42 	54 	75 	65 
A,NR,Y47,TOTAL,PT	9 	15 	21 	14 	20 	13 	24 	19 	30 	35 	29 	28 	60 	65 	53 	69 	87 
A,NR,Y47,TOTAL,RO	9 	21 	21 	13 	17 	11 	17 	23 	44 	46 	43 	36 	41 	47 	41 	53 	51 
A,NR,Y47,TOTAL,RS	: 	12 	10 	18 	19 	16 	14 	21 	13 	8 	12 	21 	30 	31 	19 	51 	59 
A,NR,Y47,TOTAL,SE	29 	17 	18 	27 	21 	34 	35 	48 	35 	42 	38 	34 	55 	47 	51 	51 	48 
A,NR,Y47,TOTAL,SI	3 	3 	3 	0 	1 	: 	3 	: 	: 	2 	6 	2 	3 	1 	4 	5 	4 
A,NR,Y47,TOTAL,SK	4 	7 	4 	5 	6 	3 	4 	1 	8 	11 	3 	7 	6 	18 	11 	15 	7 
A,NR,Y47,TOTAL,SM	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,TOTAL,TR	: 	: 	: 	: 	532 	683 	763 	284 	280 	313 	343 	340 	307 	315 	: 	379 	: 
A,NR,Y47,TOTAL,UA	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	118 	: 	: 
A,NR,Y47,TOTAL,XK	: 	10 	: 	: 	8 	: 	: 	: 	18 	7 	19 	11 	7 	: 	: 	: 	: 
A,NR,Y47,UNK,AT	1 	3 	4 	2 	2 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,UNK,AZ	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
A,NR,Y47,UNK,BA	: 	: 	: 	2 	: 	2 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,UNK,BE	2 	3 	5 	4 	3 	5 	: 	9 	: 	: 	: 	: 	: 	: 	: 	: 	: 
A,NR,Y47,UNK,CZ	0 	1 	0 	0 	0 	0 	1 	0 	3 	5 	5 	2 	10 	10 	11 	8 	9 
A,NR,Y47,UNK,DK	0 	2 	0 	0 	0 	3 	3 	3 	1 	2 	4 	1 	1 	2 	1 	: 	: 
A,NR,Y47,UNK,EE	0 	0 	0 	0 	0 	0 	: 	: 	0 	: 	0 	0 	0 	: 	: 	0 	0 
A,NR,Y47,UNK,EL	0 	0 	0 	0 	0 	0 	13 	3 	17 	9 	8 	16 	16 	12 	3 	6 	15 
